ABC19980108.1830.0711_20|Nobody believe this any more .
wsj_0151_3|The action followed by one day an Intelogic announcement that it will retain an investment banker to explore alternatives ' to maximize shareholder value , ' including the possible sale of the company .
wsj_0151_2|Mr. Ackerman already is seeking to oust Mr. Edelman as chairman of Datapoint Corp. , an Intelogic affiliate .
wsj_0151_1|The move boosts Intelogic Chairman Asher Edelman 's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern .
AP900815-0044_27|The U.N. Security Council on Aug. 6 ordered a global embargo on trade with Iraq as punishment for seizing Kuwait .
wsj_0151_7|But Mr. Ackerman said the buy-back , and the above-market price paid , prove that Mr. Edelman is running scared .
wsj_0151_6|He added , ' This has nothing to do with Marty Ackerman and it is not designed , particularly , to take the company private . '
wsj_0151_5|Mr. Edelman declined to specify what prompted the recent moves , saying they are meant only to benefit shareholders when ' the company is on a roll . '
wsj_0151_4|In New York Stock Exchange composite trading yesterday , Intelogic shares rose 37.5 cents to close at $2.75 .
wsj_0348_7|Revenue rose 33% to $378.1 million from $283.8 million .
wsj_0558_10|Third-quarter results included net realized capital gains of $48 million , which included $27 million from the sale of Federated Investors in August and a $15 million tax credit .
wsj_0558_11|In the nine months , net rose 4.3% to $525.8 million or $4.67 a share , from $504.2 million , or $4.41 a share , last year .
VOA19980305.1800.2603_15|She says this puts the very existence of women 's families at risk .
VOA19980305.1800.2603_14|Yet , the Taliban have forbidden them to work .
VOA19980305.1800.2603_17|In cities , such as the capital Kabul , women are totally dependent on international aid for survival .
VOA19980305.1800.2603_16|She says the plight of women in urban areas is greater than that which exists in rural parts of the country .
VOA19980305.1800.2603_11|And today , the right to work is equal to r- the right to survival .
VOA19980305.1800.2603_10|Women do not become victims of armed attack , but they do not have the right to work .
VOA19980305.1800.2603_13|Women have become the sole support of their families .
VOA19980305.1800.2603_12|Ms. Atimadi says the war has created a nation of widows .
VOA19980305.1800.2603_19|The aim is to bring in not only the focus on women 's right to education , access to work , but look beyond that and look at the roots of , uh of these problems .
VOA19980305.1800.2603_18|Ms. Atimadi says the women of Kabul symbolize the suffering of all the women in Afghanistan .
wsj_0778_18|In that suit , the SEC accused Mr. Antar of engaging in a ' massive financial fraud ' to overstate the earnings of Crazy Eddie , Edison , N.J. , over a three-year period .
wsj_0778_19|Through his lawyers , Mr. Antar has denied allegations in the SEC suit and in civil suits previously filed by shareholders against Mr. Antar and others .
wsj_0778_10|According to individuals familiar with Mr. Antar 's case , prosecutors issued their warning this week after one of Mr. Antar 's attorneys asked whether legal fees might be subject to seizure .
wsj_0778_11|In a letter , prosecutors told Mr. Antar 's lawyers that because of the recent Supreme Court rulings , they could expect that any fees collected from Mr. Antar may be seized .
wsj_0778_12|Prosecutors have told Mr. Antar 's attorneys that they believe Mr. Antar 's allegedly ill-gotten gains are so great that any money he has used to pay attorneys derives from illegal activities .
wsj_0778_13|Therefore , they said , the money can be taken from the lawyers even after they are paid .
wsj_0778_14|Justin Feldman and Jack Arseneault , attorneys for Mr. Antar , both declined to comment on the matter .
wsj_0778_15|In Newark , U.S. Attorney Samuel A. Alito said , ' I do n 't think there 's any legal reason to limit forfeiture of attorney 's fees to drug cases . '
wsj_0778_16|Mr. Alito said his office ' just responded to an attorney 's question about whether we would go after attorney 's fees , and that is different from actually doing it , although we reserve that right . '
wsj_0778_17|Mr. Antar was charged last month in a civil suit filed in federal court in Newark by the Securities and Exchange Commission .
NYT19980206.0460_3|With growing opportunities for work drawing more people into the labor force , the unemployment rate remained at 4.7 percent last month , just a notch above its quarter-century low .
NYT19980206.0460_2|It was the third consecutive month that job generation has been exceptionally strong .
NYT19980206.0460_1|The Bureau of Labor Statistics said the economy added 358,000 jobs last month , far above the 235,000 forecast by economists .
NYT19980206.0460_0|WASHINGTON _ The economy created jobs at a surprisingly robust pace in January , the government reported on Friday , evidence that America 's economic stamina has withstood any disruptions caused so far by the financial tumult in Asia .
NYT19980206.0460_7|But economists said the wage increase was not enough to raise any concerns about higher inflation .
NYT19980206.0460_6|The gain left wages 3.8 percent higher than a year earlier , extending a trend that has given back to workers some of the earning power they lost to inflation in the last decade .
NYT19980206.0460_5|Average hourly earnings of production and nonsupervisory employees rose 4 cents , to $12.51 .
NYT19980206.0460_4|The demand for workers also led employers to raise wages again last month .
NYT19980206.0460_9|Stocks rose , pushing the Dow Jones industrial average up 72.24 points , to 8,189.49 , leaving the index within 70 points of its record high set on Aug. 6 . In the bond market , a sensitive barometer of inflation anxiety , prices edged up , pushing down the yield on the benchmark 30-year Treasury bond to 5.92 percent from 5.93 percent .
NYT19980206.0460_8|And because the Federal Reserve has made clear that it expects the economy to slow in coming months as ripple effects from Asia reach the United States , investors disregarded the large jobs gains , betting that neither a rise in interest rates nor resurgent inflation is looming .
NYT19980206.0466_1|We 're not going to dignify the latest false leak with a response . ' ' McCurry on Friday ` ` I want to be absolutely clear , to the extent there is any implication or the slightest suggestion that Mrs. Currie believes that the President or anyone else tried to influence her recollection , that is absolutely false and a mischaracterization of the facts .
NYT19980206.0466_0|WASHINGTON _ Following are statements made Friday and Thursday by Lawrence Wechsler , a lawyer for the White House secretary , Betty Currie ; the White House ; White House spokesman Mike McCurry , and President Clinton in response to an article in The New York Times on Friday about her statements regarding a meeting with the president : Wechsler on Thursday ` ` Without commenting on the allegations raised in this article , to the extent that there is any implication or suggestion that Mrs. Currie was aware of any legal or ethical impropriety by anyone , that implication or suggestion is entirely inaccurate . ' ' White House on Thursday ` ` For the past few weeks we ' ve been subjected to false leaks designed to mislead both reporters and the American public .
NYT19980206.0466_3|` ` Once again , I never asked anybody to do anything but tell the truth .
NYT19980206.0466_2|I am shocked and dismayed by the numerous leaks regarding Mrs. Currie 's grand jury testimony . ' ' Clinton on Friday .
NYT19980206.0466_5|I was pleased that Ms. Currie 's lawyers stated unambiguously this morning _ unambiguously _ that she 's not aware of any unethical conduct .
